Data(x=[2708, 1433], edge_index=[2, 10556], y=[2708], train_mask=[2708], val_mask=[2708], test_mask=[2708])
dataset.num_features: 1433
Epoch: 001, Loss: 1.9471, Train: 0.2500, Val: 0.2000, Test: 0.1800
Epoch: 145, Loss: 0.8013, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 146, Loss: 0.8202, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 147, Loss: 0.7974, Train: 0.9857, Val: 0.8120, Test: 0.8280
Epoch: 148, Loss: 0.7918, Train: 0.9857, Val: 0.8120, Test: 0.8280
Epoch: 149, Loss: 0.7844, Train: 0.9857, Val: 0.8120, Test: 0.8280
Epoch: 150, Loss: 0.7488, Train: 0.9857, Val: 0.8140, Test: 0.8280
Epoch: 151, Loss: 0.8207, Train: 0.9857, Val: 0.8140, Test: 0.8280
Epoch: 152, Loss: 0.7810, Train: 0.9857, Val: 0.8120, Test: 0.8280
Epoch: 153, Loss: 0.7649, Train: 0.9857, Val: 0.8080, Test: 0.8280
Epoch: 154, Loss: 0.7690, Train: 0.9857, Val: 0.8100, Test: 0.8280
Epoch: 155, Loss: 0.7919, Train: 0.9857, Val: 0.8080, Test: 0.8280
Epoch: 156, Loss: 0.8045, Train: 0.9857, Val: 0.8100, Test: 0.8280
Epoch: 157, Loss: 0.7710, Train: 0.9857, Val: 0.8120, Test: 0.8280
Epoch: 158, Loss: 0.7991, Train: 0.9857, Val: 0.8100, Test: 0.8280
Epoch: 159, Loss: 0.8483, Train: 0.9857, Val: 0.8080, Test: 0.8280
Epoch: 160, Loss: 0.7666, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 161, Loss: 0.7390, Train: 0.9857, Val: 0.8020, Test: 0.8280
Epoch: 162, Loss: 0.8949, Train: 0.9857, Val: 0.8000, Test: 0.8280
Epoch: 163, Loss: 0.7381, Train: 0.9857, Val: 0.7980, Test: 0.8280
Epoch: 164, Loss: 0.7561, Train: 0.9857, Val: 0.8020, Test: 0.8280
Epoch: 165, Loss: 0.6516, Train: 0.9857, Val: 0.8000, Test: 0.8280
Epoch: 166, Loss: 0.7721, Train: 0.9857, Val: 0.8040, Test: 0.8280
Epoch: 167, Loss: 0.8394, Train: 0.9857, Val: 0.8040, Test: 0.8280
Epoch: 168, Loss: 0.8179, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 169, Loss: 0.6840, Train: 0.9857, Val: 0.8120, Test: 0.8280
Epoch: 170, Loss: 0.7563, Train: 0.9857, Val: 0.8120, Test: 0.8280
Epoch: 171, Loss: 0.7765, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 172, Loss: 0.7315, Train: 0.9857, Val: 0.8040, Test: 0.8280
Epoch: 173, Loss: 0.6077, Train: 0.9857, Val: 0.8040, Test: 0.8280
Epoch: 174, Loss: 0.8340, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 175, Loss: 0.7826, Train: 0.9857, Val: 0.8100, Test: 0.8280
Epoch: 176, Loss: 0.8174, Train: 0.9857, Val: 0.8120, Test: 0.8280
Epoch: 177, Loss: 0.7565, Train: 0.9857, Val: 0.8080, Test: 0.8280
Epoch: 178, Loss: 0.7048, Train: 0.9857, Val: 0.8100, Test: 0.8280
Epoch: 179, Loss: 0.7310, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 180, Loss: 0.7143, Train: 0.9857, Val: 0.8040, Test: 0.8280
Epoch: 181, Loss: 0.6591, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 182, Loss: 0.7236, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 183, Loss: 0.7760, Train: 0.9857, Val: 0.8020, Test: 0.8280
Epoch: 184, Loss: 0.6747, Train: 0.9857, Val: 0.8020, Test: 0.8280
Epoch: 185, Loss: 0.7784, Train: 0.9857, Val: 0.8020, Test: 0.8280
Epoch: 186, Loss: 0.7565, Train: 0.9857, Val: 0.8020, Test: 0.8280
Epoch: 187, Loss: 0.7395, Train: 0.9857, Val: 0.8020, Test: 0.8280
Epoch: 188, Loss: 0.7142, Train: 0.9857, Val: 0.8040, Test: 0.8280
Epoch: 189, Loss: 0.6895, Train: 0.9857, Val: 0.8040, Test: 0.8280
Epoch: 190, Loss: 0.7379, Train: 0.9857, Val: 0.8020, Test: 0.8280
Epoch: 191, Loss: 0.8002, Train: 0.9857, Val: 0.8020, Test: 0.8280
Epoch: 192, Loss: 0.7494, Train: 0.9857, Val: 0.8020, Test: 0.8280
Epoch: 193, Loss: 0.7341, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 194, Loss: 0.6394, Train: 0.9857, Val: 0.8080, Test: 0.8280
Epoch: 195, Loss: 0.6952, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 196, Loss: 0.6685, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 197, Loss: 0.6717, Train: 0.9857, Val: 0.8080, Test: 0.8280
Epoch: 198, Loss: 0.7168, Train: 0.9857, Val: 0.8060, Test: 0.8280
Epoch: 199, Loss: 0.7161, Train: 0.9857, Val: 0.8040, Test: 0.8280
Epoch: 200, Loss: 0.7623, Train: 0.9857, Val: 0.8040, Test: 0.8280
Median time per epoch: 0.0226s
